,customerID,PersonalNumber,firstName,lastName,dateOfBirth,gender,nationality,addressStreet,addressPostalCode,addressCity,addressCountry,phoneNumber,email,idnumber,idType
,02079158658,02079158658,Marthe,Johansen,1991-07-02,Female,Norwegian,Åkerveien 26,3024,DRAMMEN,Norway,965 60 498,Marthe.Johansen@gmail.com,5472666504,Driving License
,01037623509,01037623509,Chloe,Årdal,1976-03-01,Female,Norwegian,Bringsværmoen 74,4885,GRIMSTAD,Norway,994 33 958,Chloe.Årdal@gmail.com,1852588891,Driving License
,05107647063,05107647063,Aurora,Kildahl,1976-10-05,Male,Norwegian,Peter Kolstads vei 250,3028,DRAMMEN,Norway,928 37 662,Aurora.Kildahl@gmail.com,7466130874,Passport
,05049570681,05049570681,Arman,Nikolaisen,1995-04-05,Male,Norwegian,Plahteskogen 231,1363,HØVIK,Norway,417 83 543,Arman.Nikolaisen@gmail.com,7938142542,Passport
,17128516821,17128516821,Carina,Brown,1985-12-17,Female,Norwegian,Smestadveien 209,0376,OSLO,Norway,961 85 464,Carina.Brown@gmail.com,5194612261,Passport
,01069632509,01069632509,Cecilia,Finstad,1996-06-01,Male,Norwegian,Trettliveien 132,8011,BODØ,Norway,914 90 383,Cecilia.Finstad@gmail.com,1055815631,Passport
,01128851705,01128851705,Torstein,Einarsen,1988-12-01,Female,Norwegian,Ægirs vei 188,5173,LODDEFJORD,Norway,456 74 649,Torstein.Einarsen@gmail.com,8158570823,Driving License
,10069532413,10069532413,Una,Haugan,1995-06-10,Female,Norwegian,Vinterkroken 61,1395,HVALSTAD,Norway,928 14 095,Una.Haugan@gmail.com,1066234459,Passport
,16049536513,16049536513,Mari,Kristiansen,1995-04-16,Male,Norwegian,Kong Sverres gate 202,3111,TØNSBERG,Norway,486 98 221,Mari.Kristiansen@gmail.com,6317470125,Driving License
,08068777723,08068777723,Sivert,Jakobsen,1987-06-08,Female,Norwegian,Kong Halvdans gate 17,3116,TØNSBERG,Norway,482 87 192,Sivert.Jakobsen@gmail.com,5477882137,Driving License
,14099826118,14099826118,Nina,Nilsen,1998-09-14,Female,Norwegian,Hagebyveien 166,1726,SARPSBORG,Norway,945 24 649,Nina.Nilsen@gmail.com,7964372410,Driving License
,01109494793,01109494793,Ask,Danielsen,1994-10-01,Male,Norwegian,Einervegen 135,3929,PORSGRUNN,Norway,481 44 427,Ask.Danielsen@gmail.com,1680854713,Driving License
,26109928709,26109928709,Ådne,Idland,1999-10-26,Male,Norwegian,Unnelandsneset 238,5268,HAUKELAND,Norway,483 18 595,Ådne.Idland@gmail.com,9118202705,Passport
,26018752441,26018752441,Ole,Johansen,1987-01-26,Male,Norwegian,Vestvollkroken 168,1730,ISE,Norway,490 78 977,Ole.Johansen@gmail.com,2591105892,Passport
,08098767998,08098767998,Liam,Øvrebø,1987-09-08,Male,Norwegian,Økeriholmen 145,1339,VØYENENGA,Norway,458 40 465,Liam.Øvrebø@gmail.com,9914252895,Passport
,05038422165,05038422165,Mohammed,Opgård,1984-03-05,Male,Norwegian,Gjøsegårdsvegen 249,2211,KONGSVINGER,Norway,985 97 787,Mohammed.Opgård@gmail.com,9401600890,Passport
,06128628020,06128628020,Mathias,Antonsen,1986-12-06,Female,Norwegian,Lindal 14,1739,BORGENHAUGEN,Norway,958 64 820,Mathias.Antonsen@gmail.com,9762096010,Driving License
,17059679262,17059679262,Live,Angelsen,1996-05-17,Male,Norwegian,Kleppvegen 202,3914,PORSGRUNN,Norway,938 78 128,Live.Angelsen@gmail.com,9242823663,Driving License
,23068394057,23068394057,Per,Løvoll,1983-06-23,Female,Norwegian,Jernbanegata 175,8622,MO I RANA,Norway,438 91 025,Per.Løvoll@gmail.com,9596717308,Passport
,19098321071,19098321071,Aurora,Haugsvær,1983-09-19,Female,Norwegian,Vollgata 103,3512,HØNEFOSS,Norway,415 74 517,Aurora.Haugsvær@gmail.com,9312557549,Driving License
,16059861253,16059861253,Gard,Rindal,1998-05-16,Male,Norwegian,Sisikveien 181,7072,HEIMDAL,Norway,418 67 626,Gard.Rindal@gmail.com,6318771660,Passport
,08018919554,08018919554,Trym,Stray,1989-01-08,Male,Norwegian,Ekornveien 214,0777,OSLO,Norway,994 69 490,Trym.Stray@gmail.com,8705773409,Passport
,24069153215,24069153215,Liana,Ali,1991-06-24,Male,Norwegian,Sunnhordlandskaien 240,5411,STORD,Norway,964 74 603,Liana.Ali@gmail.com,7368425534,Driving License
,27118632747,27118632747,Martine,Rye,1986-11-27,Female,Norwegian,Hesteskoen 165,2319,HAMAR,Norway,443 47 351,Martine.Rye@gmail.com,3919606031,Driving License
,21027678943,21027678943,Daniel,Klæboe,1976-02-21,Female,Norwegian,Skovlyveien 208,3225,SANDEFJORD,Norway,485 58 600,Daniel.Klæboe@gmail.com,9602667970,Passport
,27069375042,27069375042,Louis,Lundemo,1993-06-27,Male,Norwegian,Gurivegen 246,5516,HAUGESUND,Norway,458 97 941,Louis.Lundemo@gmail.com,1482527640,Driving License
,03109931847,03109931847,Maria,Hessen,1999-10-03,Female,Norwegian,Skjoldveien 23,1678,KRÅKERØY,Norway,463 94 870,Maria.Hessen@gmail.com,9687325908,Passport
,26048086698,26048086698,Casper,Karlsen,1980-04-26,Male,Norwegian,Strandgata 37,3513,HØNEFOSS,Norway,479 32 009,Casper.Karlsen@gmail.com,4096950662,Passport
,20099269465,20099269465,Daniel,Berg,1992-09-20,Male,Norwegian,Fiolveien 79,8624,MO I RANA,Norway,994 93 739,Daniel.Berg@gmail.com,3216577852,Driving License
,24057788035,24057788035,Ida,Sollid,1977-05-24,Male,Norwegian,Hannevik terrasse 92,4613,KRISTIANSAND S,Norway,975 82 115,Ida.Sollid@gmail.com,5415158304,Driving License
,23108161581,23108161581,Elise,Johannessen,1981-10-23,Male,Norwegian,Digerudvegen 59,2208,KONGSVINGER,Norway,989 71 601,Elise.Johannessen@gmail.com,7669729406,Driving License
,07028974338,07028974338,Tobias,Mauseth,1989-02-07,Male,Norwegian,Håbageilen 171,4325,SANDNES,Norway,433 10 505,Tobias.Mauseth@gmail.com,5384642276,Driving License
,27129361147,27129361147,Amalie,Sandven,1993-12-27,Female,Norwegian,Karivoldveien 156,1605,FREDRIKSTAD,Norway,962 31 091,Amalie.Sandven@gmail.com,6208280268,Driving License
,20018036254,20018036254,Jonas,Lunde,1980-01-20,Female,Norwegian,Skoglundfaret 131,2818,GJØVIK,Norway,486 42 124,Jonas.Lunde@gmail.com,8681380258,Driving License
,20049428901,20049428901,Herman,Finne,1994-04-20,Male,Norwegian,Einar Røds gate 65,1605,FREDRIKSTAD,Norway,459 43 168,Herman.Finne@gmail.com,6024915506,Passport
,07017559190,07017559190,Andrea,Knutsen,1975-01-07,Male,Norwegian,Verket 76,6091,FOSNAVÅG,Norway,480 77 730,Andrea.Knutsen@gmail.com,9166235445,Driving License
,28059457980,28059457980,Linnea,Nilsen,1994-05-28,Male,Norwegian,Motbakkene 237,0687,OSLO,Norway,986 66 079,Linnea.Nilsen@gmail.com,1396175454,Driving License
,23099965718,23099965718,Mille,Hodne,1999-09-23,Female,Norwegian,Cicilieveien 52,7020,TRONDHEIM,Norway,951 62 161,MilleHodne@armyspy.com,8103770305,Driving License
,28098225279,28098225279,Elena,Gjernes,1982-09-28,Female,Norwegian,Grenseveien 10,1406,SKI,Norway,931 03 525,ElenaGjernes@fleckens.hu,6530778922,Driving License
,28035952890,28035952890,William,Moe,1959-03-28,Male,Norwegian,Oteråsen 24,5914,ISDALSTØ,Norway,466 01 197,WilliamMoe@armyspy.com,8040531683,Passport
,20098258712,20098258712,Katarina,Arntsen,1982-09-20,Female,Norwegian,Berglyveien 162,3260,LARVIK,Norway,941 55 735,KatarinaArntsen@gustr.com,6830354719,Driving License
,12127655749,12127655749,Magnus,Løkken,1976-12-12,Male,Norwegian,Wieses gate 123,2609,LILLEHAMMER,Norway,924 59 445,MagnusLkken@einrot.com,4759837382,Driving License
,06075175750,06075175750,Aurora,Christensen,1951-07-06,Female,Norwegian,Glimmerveien 51,3154,TOLVSRØD,Norway,494 54 440,AuroraChristensen@gustr.com,8240469357,Passport
,09037045399,09037045399,Marie,Kvåle,1970-03-09,Female,Norwegian,Topasveien 202,4321,SANDNES,Norway,927 21 759,MarieKvale@dayrep.com,7805306007,Driving License
,18019036889,18019036889,Natalie,Nordahl,1990-01-18,Female,Norwegian,Bromyr 45,3614,KONGSBERG,Norway,488 68 634,NatalieNordahl@einrot.com,8763097460,Driving License
,07036389441,07036389441,Marius,Brun,1963-03-07,Male,Norwegian,Granbakken 91,1386,ASKER,Norway,482 52 187,MariusBrun@teleworm.us,5926623301,Driving License
,08119185713,08119185713,Isabel,Molund,1991-11-08,Female,Norwegian,Olabakken 167,1397,NESØYA,Norway,486 96 755,IsabelMolund@superrito.com,6985847713,Driving License
,06127535800,06127535800,Gustav,Skauen,1975-12-06,Male,Norwegian,Wolframveien 228,4629,KRISTIANSAND S,Norway,489 18 189,GustavSkauen@gustr.com,5213568222,Passport
,09047255153,09047255153,Tiril,Johansen,1972-04-09,Female,Norwegian,Leiv Eirikssons gate 44,0271,OSLO,Norway,941 06 144,TirilJohansen@superrito.com,7024736560,Passport
,12097327984,12097327984,Sindre,Tjessem,1973-09-12,Male,Norwegian,Bispeveien 74,4325,SANDNES,Norway,432 35 314,SindreTjessem@fleckens.hu,8737772904,Passport
,15079054279,15079054279,Eira,Nyrud,1990-07-15,Female,Norwegian,Kuopioveien 3,8012,BODØ,Norway,911 48 899,EiraNyrud@armyspy.com,5312031486,Passport
,27126035004,27126035004,Johanne,Hansen,1960-12-27,Female,Norwegian,Sæters vei 123,1619,FREDRIKSTAD,Norway,442 44 592,JohanneHansen@gustr.com,8459480339,Passport
,15018092310,15018092310,Maria,Søfteland,1980-01-15,Female,Norwegian,Skonnertveien 204,4085,HUNDVÅG,Norway,440 12 778,MariaSfteland@superrito.com,5858614634,Driving License
,05068030612,05068030612,Mohammad,Larsen,1980-06-05,Male,Norwegian,Skulds vei 117,1349,RYKKINN,Norway,432 63 798,MohammadLarsen@jourrapide.com,8850595572,Driving License
,25065276785,25065276785,Henriette,Ahmed,1952-06-25,Female,Norwegian,Per Sivles vei 235,1511,MOSS,Norway,491 19 008,HenrietteAhmed@dayrep.com,8635426906,Driving License
,04055952263,04055952263,Leona,Dyrdal,1959-05-04,Female,Norwegian,Granås 32,1613,FREDRIKSTAD,Norway,421 51 819,LeonaDyrdal@armyspy.com,7272169792,Driving License
,04046292416,04046292416,Iver,Stenseth,1962-04-04,Male,Norwegian,Ranskjærveien 118,8516,NARVIK,Norway,978 01 412,IverStenseth@superrito.com,5940460379,Passport
,09039981731,09039981731,Marcus,Hall,1999-03-09,Male,Norwegian,Skonnertveien 29,1659,TORP,Norway,433 35 386,MarcusHall@einrot.com,4277042879,Passport
,21027323618,21027323618,Kevin,Drange,1973-02-21,Male,Norwegian,Gimleveien 151,1511,MOSS,Norway,945 78 371,KevinDrange@teleworm.us,6677318689,Passport
,21038184117,21038184117,Astrid,Rydningen,1981-03-21,Female,Norwegian,Skogstien 244,1613,FREDRIKSTAD,Norway,426 40 557,AstridRydningen@armyspy.com,6551385332,Driving License
,19019021878,19019021878,Ida,Bjerke,1990-01-19,Female,Norwegian,Fjellveien 246,1532,MOSS,Norway,414 08 671,IdaBjerke@cuvox.de,6942934551,Passport
,27037278058,27037278058,Ahmed,Skjelstad,1972-03-27,Male,Norwegian,Jonas Dahls plass 59,4011,STAVANGER,Norway,953 60 350,AhmedSkjelstad@cuvox.de,8175635620,Passport
,27028732976,27028732976,Lara,Brekke,1987-02-27,Female,Norwegian,Kniveåsen terrasse 63,3036,DRAMMEN,Norway,467 40 258,LaraBrekke@armyspy.com,8757931239,Passport
,01065789277,01065789277,Sina,Skoglund,1957-06-01,Female,Norwegian,Svarttrostveien 4,0788,OSLO,Norway,443 80 015,SinaSkoglund@einrot.com,7091332091,Driving License
,12036023583,12036023583,Kristian,Hagen,1960-03-12,Male,Norwegian,Lyngstien 225,1671,KRÅKERØY,Norway,936 01 233,KristianHagen@superrito.com,4926457611,Passport
,06099689674,06099689674,Felix,Lohne,1996-09-06,Male,Norwegian,Lettvintveien 77,0487,OSLO,Norway,919 74 974,FelixLohne@fleckens.hu,4195908681,Passport
,04088464078,04088464078,Elisabeth,Dahl,1984-08-04,Female,Norwegian,Lindemarkveien 31,1730,ISE,Norway,965 98 661,ElisabethDahl@einrot.com,4570432167,Passport
,09126795781,09126795781,Karl,Bredesen,1967-12-09,Male,Norwegian,Hvalstadlia 72,1395,HVALSTAD,Norway,481 15 312,KarlBredesen@rhyta.com,6606106417,Passport
,07106824248,07106824248,Nicolay,Fjeld,1968-10-07,Male,Norwegian,Klonteig 69,2208,KONGSVINGER,Norway,443 95 660,NicolayFjeld@einrot.com,4802907042,Passport
,03119992538,03119992538,Casper,Reiten,1999-11-03,Male,Norwegian,Bertha Bergs gate 38,4009,STAVANGER,Norway,440 41 607,CasperReiten@armyspy.com,5485971766,Driving License
,23108899320,23108899320,Zofia,Johansen,1988-10-23,Female,Norwegian,Arbeidersamfunnets plass 173,0181,OSLO,Norway,974 41 967,ZofiaJohansen@jourrapide.com,5309034614,Passport
,14036447417,14036447417,Karen,Helgesen,1964-03-14,Female,Norwegian,Konkylieveien 61,3154,TOLVSRØD,Norway,492 31 709,KarenHelgesen@superrito.com,7335595044,Driving License
,12069783588,12069783588,Kaja,Ekeland,1997-06-12,Female,Norwegian,Labakken 126,8616,MO I RANA,Norway,459 14 205,KajaEkeland@dayrep.com,5689771507,Passport
,27067268766,27067268766,Dennis,Tengesdal,1972-06-27,Male,Norwegian,Torvfjellet 229,5122,MORVIK,Norway,981 21 002,DennisTengesdal@gustr.com,5204921993,Driving License
,03029078188,03029078188,Emma,Sivertsen,1990-02-03,Female,Norwegian,Klubben 233,6016,ÅLESUND,Norway,478 87 262,EmmaSivertsen@armyspy.com,8871865593,Passport
,25098520183,25098520183,Max,Sandaker,1985-09-25,Male,Norwegian,Einevollveien 33,4017,STAVANGER,Norway,463 02 371,MaxSandaker@superrito.com,8676591746,Driving License
,16128941371,16128941371,Zakaria,Helseth,1989-12-16,Male,Norwegian,Myrlandsvegen 208,6020,ÅLESUND,Norway,946 15 859,ZakariaHelseth@rhyta.com,4547855131,Passport
,10078825735,10078825735,Malin,Melby,1988-07-10,Female,Norwegian,Arnatveitlia 41,5262,ARNATVEIT,Norway,441 68 137,MalinMelby@dayrep.com,4719163908,Driving License
,25057159600,25057159600,Wiktor,Zimmermann,1971-05-25,Male,Norwegian,Skrenten 105,3022,DRAMMEN,Norway,922 31 301,WiktorZimmermann@armyspy.com,8409640591,Driving License
,14079845479,14079845479,Øystein,Arntzen,1998-07-14,Male,Norwegian,Vestre Alu 68,2315,HAMAR,Norway,981 01 253,ysteinArntzen@cuvox.de,8194886649,Passport
,11105677750,11105677750,Pernille,Pedersen,1956-10-11,Female,Norwegian,Feltspatveien 24,4027,STAVANGER,Norway,962 41 563,PernillePedersen@jourrapide.com,5082590643,Driving License
,14078493452,14078493452,Felix,Tveit,1984-07-14,Male,Norwegian,Jutulveien 156,3614,KONGSBERG,Norway,418 59 744,FelixTveit@superrito.com,5783919445,Driving License
,20047769965,20047769965,Hugo,Jensen,1977-04-20,Male,Norwegian,Finnemanns plass 221,5031,BERGEN,Norway,493 96 028,HugoJensen@gustr.com,8026850717,Passport
,24108986362,24108986362,Ingrid,Pedersen,1989-10-24,Female,Norwegian,Klinkesteinveien 171,3261,LARVIK,Norway,427 41 546,IngridPedersen@einrot.com,7171631913,Passport
,01075078478,01075078478,Aurora,Walderhaug,1950-07-01,Female,Norwegian,Østre Moholt-tun 156,7048,TRONDHEIM,Norway,446 51 325,AuroraWalderhaug@rhyta.com,7969955211,Driving License
